user_id,book_id,rating,reading_date
9,5540,1.0,2013-02-09
9,4967,7.0,
9,2006,,2016-04-08
9,2540,2.0,2023-07-28
9,5954,1.0,
9,2721,1.0,2021-07-24
9,3899,5.0,2014-12-05
9,5365,4.0,
9,860,5.0,2015-01-09
9,3084,10.0,2022-11-03
9,2812,2.0,2023-05-10
9,5040,5.0,
9,6475,,2016-02-17
9,3836,,2020-05-09
9,3629,1.0,
9,4210,9.0,
9,6712,2.0,2014-10-20
9,2482,3.0,
9,1769,10.0,
9,113,8.0,2022-07-10
9,3331,9.0,
9,4463,2.0,2018-12-20
9,5372,1.0,2020-09-28
9,5227,8.0,
9,4128,8.0,
9,962,3.0,
9,3042,10.0,
9,4249,3.0,
9,745,1.0,2022-04-14
9,5070,1.0,2017-06-21
9,4956,7.0,2024-04-04
9,5785,3.0,
9,1342,6.0,2021-02-22
9,2897,3.0,2020-07-17
9,4349,7.0,2024-02-05
9,6795,3.0,2023-04-04
9,2751,2.0,2023-09-18
9,639,7.0,2024-10-14
9,3174,7.0,2013-04-06
9,3554,,
9,5821,,2024-09-11
9,1369,6.0,2015-02-22
9,5098,10.0,2025-03-20
9,3909,2.0,
9,349,4.0,
10,4441,4.0,
10,5513,4.0,2015-07-21
10,3900,6.0,
10,1192,9.0,
10,1897,8.0,
10,6486,3.0,
10,2292,7.0,
10,4416,7.0,
10,4423,10.0,2016-05-02
10,4928,4.0,
10,1585,,
10,3799,7.0,
10,476,9.0,
10,3849,4.0,2017-02-20
10,5702,4.0,2019-08-25
10,1833,9.0,2015-06-09
10,1528,1.0,2024-10-02
10,693,2.0,2019-01-22
10,4296,7.0,2015-11-11
10,6122,3.0,
10,2373,,
10,4990,2.0,2017-07-12
10,2513,6.0,
10,175,4.0,2016-07-03
10,3118,9.0,2024-11-02
10,4550,6.0,2023-04-23
10,6483,3.0,
10,2700,2.0,
10,1182,6.0,
10,5423,6.0,2024-10-05
10,1505,2.0,2015-04-08
10,3934,2.0,2021-06-24
10,2642,9.0,
10,5765,9.0,2015-04-23
10,5981,8.0,2022-07-04
10,391,3.0,2020-06-07
10,4039,4.0,2018-11-16
10,6557,6.0,
10,513,,2016-05-26
10,4950,1.0,2017-01-02
10,2289,8.0,2016-12-20
10,3054,2.0,2016-06-25
10,1754,2.0,
10,6042,10.0,2021-10-16
10,3845,,
10,3128,9.0,2015-09-10
10,257,3.0,2017-07-09
10,5211,10.0,
10,5307,5.0,
10,2819,,
10,6070,6.0,2017-10-04
10,5692,7.0,
10,507,10.0,
10,4699,8.0,
10,5662,5.0,
10,2013,7.0,2020-07-31
10,1483,6.0,
10,2366,2.0,2024-06-23
10,1038,8.0,
10,5233,,2024-12-17
10,1194,1.0,
10,4230,9.0,2018-11-07
10,161,3.0,
10,5805,9.0,
11,934,8.0,2022-05-31
11,2791,10.0,
11,602,3.0,2024-04-30
11,1793,1.0,
11,3464,10.0,
11,4617,3.0,
11,4919,10.0,2024-02-18
11,2549,6.0,
11,11,6.0,
12,3545,,2021-07-02
12,6259,3.0,
12,83,3.0,
12,3725,9.0,2017-12-16
12,5355,6.0,
12,4307,,
12,2966,8.0,
12,867,,
12,3873,1.0,
12,4155,5.0,2019-02-22
12,6356,4.0,
12,1711,10.0,2023-06-07
12,5404,10.0,2016-08-10
12,3393,6.0,2014-12-04
12,1370,7.0,
12,4167,7.0,2023-07-06
12,1291,4.0,
12,2820,8.0,2023-09-11
12,3825,2.0,2018-04-19
12,865,4.0,
12,6036,2.0,2015-08-18
12,1953,5.0,2023-11-04
12,2494,6.0,2012-01-12
12,4750,2.0,
12,3640,5.0,
12,2783,8.0,
12,265,7.0,
12,708,10.0,2013-09-20
12,3335,5.0,2016-02-19
12,876,7.0,
12,195,2.0,
12,6328,8.0,2015-11-13
12,2113,6.0,
12,4749,10.0,
12,1556,,
12,1412,1.0,2013-02-21
12,4333,7.0,2020-11-24
12,644,10.0,
12,2684,,2022-06-03
12,3267,3.0,
12,4006,7.0,2015-09-19
12,559,3.0,
12,5777,3.0,2025-11-27
12,2658,8.0,
12,4361,3.0,2018-06-29
12,6654,8.0,2025-09-28
12,1668,5.0,
12,4113,5.0,
12,733,7.0,
12,5991,1.0,
12,2082,3.0,
12,2952,1.0,2015-09-26
12,5416,,2015-12-03
12,168,2.0,2021-11-17
12,1469,10.0,2012-01-14
12,2312,1.0,
12,2543,7.0,
12,2774,2.0,2012-03-30
12,3693,7.0,
12,2285,8.0,2016-10-25
12,3921,,
12,2695,8.0,
12,56,1.0,2018-04-06
12,6529,4.0,
12,3057,2.0,2015-11-20
12,2761,9.0,2014-07-30
12,93,4.0,
12,604,6.0,2023-01-28
12,799,2.0,2021-09-16
12,4741,,2024-07-07
12,2657,,2021-09-17
12,4096,1.0,
12,5263,4.0,2025-07-17
12,5411,5.0,
12,1327,5.0,
12,168,3.0,
12,3161,2.0,
12,3637,2.0,2022-09-23
12,6337,9.0,2022-12-18
12,4527,1.0,
12,405,10.0,
12,3952,,
12,2557,9.0,
12,4926,4.0,2022-09-30
12,6092,3.0,
12,6438,,2018-11-10
12,654,,
12,5131,3.0,2021-02-19
12,121,7.0,2020-09-18
12,5122,7.0,2014-08-29
12,4188,5.0,2020-05-03
12,1920,3.0,
12,5288,1.0,
12,1351,2.0,2018-10-24
13,2377,4.0,2021-11-18
13,4459,2.0,
13,5615,6.0,2019-04-28
13,4902,5.0,
13,2753,7.0,
13,1966,8.0,2018-08-08
13,1939,,2018-12-28
13,4496,4.0,2024-03-25
13,572,3.0,2025-11-07
13,4671,9.0,
13,4225,7.0,2021-06-10
13,3707,4.0,
13,1699,7.0,2019-11-04
13,234,9.0,2021-09-22
13,6297,10.0,2025-12-19
13,5633,10.0,
13,6358,10.0,2024-08-01
13,2043,3.0,2020-12-22
13,3364,9.0,
13,3575,9.0,
13,4548,5.0,2019-02-18
13,5261,9.0,2020-06-22
13,812,4.0,2025-12-23
13,3510,,2020-11-11
13,1868,4.0,
13,1986,1.0,
13,5613,5.0,2021-05-23
13,577,8.0,
13,563,7.0,2021-07-15
13,4619,3.0,
13,2729,2.0,
13,4167,3.0,
13,5881,2.0,
13,6375,1.0,2024-09-04
13,4946,9.0,2022-12-14
13,6379,3.0,
13,5665,7.0,2019-05-14
13,1415,6.0,2019-07-17
13,5980,8.0,2018-10-01
13,5891,2.0,2021-10-06
13,5857,10.0,2023-11-19
13,2169,3.0,2022-10-24
13,5737,8.0,2025-08-09
14,4133,7.0,2018-10-12
14,850,1.0,
14,3771,10.0,
14,4143,4.0,
14,1626,1.0,
14,338,5.0,2016-02-23
14,2966,,2017-03-24
14,2722,,2019-06-18
14,3612,8.0,2016-09-09
14,6198,3.0,
14,95,3.0,
14,2357,1.0,
14,3677,,2019-07-24
14,4734,9.0,2023-12-16
14,1517,,2021-01-05
14,3312,10.0,2021-05-10
14,3602,8.0,2021-11-21
14,3694,1.0,2017-09-28
14,6114,7.0,
14,3452,6.0,2024-09-09
14,6214,2.0,
14,4468,5.0,
14,4363,,2023-10-09
14,6544,9.0,2022-10-16
14,804,7.0,2024-03-14
14,4468,3.0,2014-02-05
14,1759,5.0,2022-06-15
14,3572,8.0,2018-07-11
14,1232,5.0,2024-03-06
14,6571,4.0,
14,5818,,
14,2296,8.0,
14,2004,,2024-06-23
14,3342,9.0,2017-10-20
14,126,6.0,
14,1480,,2019-07-08
14,5266,5.0,
14,6213,3.0,
14,4955,2.0,2015-10-01
14,2486,7.0,2025-05-20
14,2388,8.0,
14,4198,2.0,2025-09-27
14,2567,8.0,2019-03-07
14,4503,4.0,2018-04-16
14,680,1.0,2020-04-21
14,1861,10.0,
14,4942,7.0,
14,2336,7.0,2015-06-01
14,6802,5.0,2017-12-24
14,3289,2.0,2018-08-16
14,3064,,
14,4547,3.0,
14,749,3.0,
14,2653,3.0,
14,1662,6.0,
14,1745,8.0,2015-02-04
14,4759,6.0,2023-05-14
14,1269,,
14,6569,6.0,2020-10-13
14,4194,7.0,
14,3861,4.0,
14,5038,3.0,
14,1523,1.0,2021-11-28
14,1519,10.0,
14,477,4.0,
15,2849,6.0,
15,1780,3.0,
15,5365,10.0,
15,294,9.0,
15,5996,2.0,2015-11-23
15,3587,5.0,
15,2267,1.0,
15,3637,5.0,
15,1585,6.0,2023-09-26
15,5208,3.0,2015-05-17
15,6457,5.0,
15,2554,,
15,6493,,2017-04-29
15,5197,4.0,2020-06-01
15,1366,4.0,2015-06-14
15,5375,6.0,
15,5356,9.0,
15,2729,6.0,2019-01-15
15,4564,1.0,2019-02-26
15,1326,,2024-05-16
15,2916,5.0,2020-03-07
15,5193,6.0,2020-05-08
15,1911,1.0,
15,1140,7.0,
15,2217,10.0,
15,3726,6.0,
15,2852,8.0,
15,5134,10.0,
15,3238,9.0,2022-04-13
15,3278,1.0,2024-05-07
15,1563,9.0,2017-04-27
15,4822,10.0,
15,1192,7.0,
15,5428,6.0,2023-10-02
15,4634,6.0,2017-02-23
15,2624,1.0,
15,809,8.0,
15,796,5.0,
15,2880,7.0,2025-05-12
15,749,5.0,
15,2100,6.0,2016-05-31
15,332,7.0,2014-03-08
15,6638,8.0,2024-07-18
15,3623,2.0,
15,59,3.0,2016-01-19
15,1128,10.0,
15,865,5.0,2016-03-02
15,1570,,
15,5026,8.0,
15,3801,10.0,2022-09-11
15,674,9.0,
15,2119,4.0,2019-11-21
15,544,2.0,2025-06-24
15,4759,2.0,
15,4837,6.0,
15,907,,2014-04-09
15,6781,6.0,
15,2432,5.0,2015-07-28
15,4467,5.0,2017-12-08
15,4597,5.0,
15,3759,7.0,2019-06-18
15,6228,3.0,2024-01-28
16,5142,6.0,2025-12-14
16,1728,4.0,2024-03-05
16,2522,8.0,
16,2889,9.0,
16,5304,,2025-11-10
16,5560,9.0,
16,4578,8.0,
16,2607,4.0,
16,6605,6.0,
16,1498,4.0,2025-05-23
16,5824,9.0,
16,4686,3.0,2024-11-19
16,2831,10.0,
16,2462,3.0,
16,6767,10.0,2025-10-26
16,4571,4.0,
16,4067,10.0,
16,5516,3.0,2025-02-12
16,5899,1.0,
16,516,9.0,2024-11-28
16,1464,3.0,2025-02-26
16,4416,4.0,2025-02-05
16,494,2.0,
16,2138,8.0,
16,2960,2.0,
16,5039,9.0,2024-10-20
16,3089,4.0,2025-03-26
16,5894,7.0,2024-11-08
16,4570,1.0,2024-06-18
16,4222,3.0,
16,271,7.0,
16,539,9.0,2024-05-26
16,3376,4.0,
16,1330,9.0,2025-06-29
16,382,5.0,
16,5993,10.0,
16,6601,,2025-09-06
16,5079,7.0,
16,3131,,
16,3397,6.0,
16,2515,,2024-10-16
16,5087,6.0,2024-11-04
16,1870,3.0,
16,1172,9.0,2024-06-16
17,5850,10.0,2023-10-29
17,2916,5.0,
17,6717,6.0,2025-06-02
17,3489,4.0,
17,5303,9.0,
17,1467,3.0,
17,39,10.0,
17,5382,4.0,
17,4683,3.0,
17,1107,9.0,
17,1744,8.0,2023-01-12
17,2502,4.0,
17,4330,9.0,2025-11-22
17,3315,5.0,2023-01-17
17,2162,2.0,2023-03-02
17,1671,6.0,2025-08-13
17,3181,7.0,2023-06-12
17,1955,6.0,2024-02-14
17,1096,1.0,
17,2150,10.0,2023-11-12
17,447,6.0,
17,1474,6.0,
17,6044,10.0,2024-03-25
17,598,3.0,
17,2955,7.0,2023-01-23
17,4690,3.0,2025-07-08
17,5771,,
17,3915,4.0,2023-08-26
17,2564,6.0,
17,304,2.0,
17,5876,6.0,2023-07-22
17,6781,2.0,2023-10-03
17,6349,,
17,3698,4.0,2025-09-22
17,4369,,2024-12-05
17,6426,10.0,
17,4262,4.0,
17,4184,3.0,2024-07-12
17,6340,5.0,2024-12-15
17,5505,9.0,2024-06-09
17,5052,4.0,
17,5879,5.0,2024-01-16
17,3975,7.0,2025-07-13
17,6545,2.0,2023-11-12
17,1438,1.0,2024-02-27
17,5872,,
17,5506,3.0,
17,5952,5.0,
17,2476,10.0,2024-05-02
17,3484,7.0,
17,4107,,2024-08-09
17,6573,2.0,
17,4614,7.0,2023-07-04
17,3466,4.0,2023-05-01
17,460,4.0,
17,53,3.0,2025-09-16
17,657,9.0,
17,5094,4.0,2023-09-26
17,1992,5.0,2024-01-15
17,5217,4.0,2025-12-06
17,1644,4.0,2025-05-10
17,5000,8.0,2023-08-04
17,1980,4.0,2023-12-02
17,4042,3.0,
17,1572,,
17,4194,,
17,5009,3.0,
17,1101,,
17,203,9.0,
17,796,4.0,2023-03-30
17,6,4.0,
17,1794,9.0,
17,127,5.0,2024-11-13
17,856,2.0,2024-12-12
17,2382,5.0,2023-04-25
17,6488,2.0,2024-02-13
17,395,,
17,4687,1.0,
17,1578,10.0,
17,6497,6.0,2024-07-30
17,4781,6.0,2024-05-05
17,700,10.0,
17,2942,7.0,
17,5317,1.0,2023-09-30
17,5977,1.0,
17,1706,8.0,2024-01-22
17,2367,9.0,2024-10-31
17,2208,9.0,
17,1856,10.0,
17,2105,,
17,4586,10.0,2025-11-14
17,88,2.0,
18,5699,2.0,
18,4929,5.0,
18,394,3.0,
18,1715,1.0,
18,2814,8.0,
18,1605,3.0,
18,3174,5.0,
18,3812,7.0,2017-05-17
18,4843,10.0,2024-04-20
18,6501,3.0,
18,1936,7.0,
18,3166,,2022-02-08
18,6259,,
18,5082,2.0,
18,2758,5.0,
18,280,,
18,892,10.0,
18,4484,7.0,2023-11-07
18,47,7.0,2023-04-20
18,4388,10.0,2021-03-25
18,267,,2015-10-17
18,6345,9.0,2014-01-31
19,3720,,
19,3821,7.0,
19,807,5.0,
19,5436,1.0,
19,4579,5.0,2024-11-12
19,4101,2.0,2025-07-25
19,3370,4.0,2024-08-08
19,5763,2.0,2023-06-12
19,6249,5.0,
19,1820,8.0,
19,4823,,2023-09-15
19,6801,4.0,2025-11-18
19,620,6.0,2025-05-16
19,5913,1.0,2024-09-08
19,1634,,
19,2868,9.0,2023-11-04
19,3521,1.0,
19,2630,9.0,
20,1353,2.0,
20,4196,8.0,
20,4179,6.0,
20,5107,,
20,47,4.0,
20,4352,3.0,2022-02-27
20,6147,6.0,2020-09-26
20,5589,2.0,
20,5775,7.0,
20,2066,5.0,
20,3742,4.0,2019-12-05
20,1414,,
20,2408,2.0,
20,3066,2.0,
20,4156,2.0,2019-04-22
20,5678,8.0,
20,5834,3.0,
21,4136,1.0,2012-08-11
21,1654,8.0,2014-12-12
21,5767,3.0,2025-04-24
21,956,2.0,
21,5952,3.0,
21,638,4.0,2013-12-07
21,1480,5.0,2011-10-30
21,2722,8.0,2015-06-10
21,2231,9.0,
21,3674,5.0,
21,460,9.0,2021-07-26
21,1650,,
21,5510,9.0,2023-05-05
21,484,1.0,2013-09-16
21,3764,7.0,2014-05-09
21,3700,4.0,
21,2042,5.0,
21,5965,6.0,2014-03-19
21,2055,2.0,2025-06-27
21,3593,,2020-03-28
21,4067,4.0,
21,223,9.0,2020-05-27
21,5196,3.0,
21,1636,3.0,
21,1912,8.0,
21,5546,10.0,2019-04-09
21,5860,2.0,2013-07-08
21,3806,3.0,2011-09-13
21,179,6.0,2013-02-15
21,6331,7.0,2012-05-18
21,3277,8.0,
21,6208,9.0,2011-02-07
21,228,1.0,2016-01-25
21,6536,,2025-10-09
21,5783,9.0,
21,4305,7.0,2015-02-27
21,6113,5.0,2019-11-25
21,2447,4.0,
21,5934,8.0,2018-03-25
21,2930,2.0,2025-11-24
21,6523,1.0,
21,4498,2.0,
21,2540,6.0,
21,2527,6.0,2024-07-25
21,4169,10.0,2017-06-08
21,54,7.0,
21,4536,8.0,2017-04-26
21,2289,10.0,2015-12-04
21,2205,1.0,2022-10-09
21,3397,5.0,
21,3624,9.0,2020-08-31
21,4612,7.0,2012-07-21
21,2890,1.0,2014-08-21
21,6138,8.0,
21,346,,
21,1220,,2020-12-20
21,810,2.0,2015-08-27
21,1416,2.0,2022-06-19
21,5015,2.0,2020-08-23
21,4041,8.0,
21,439,,2015-08-16
21,1171,6.0,2017-12-22
21,2867,10.0,
21,1869,10.0,
21,5373,,
21,4887,,
21,3808,5.0,
21,1967,4.0,2023-04-20
21,5582,6.0,
21,208,,2014-11-07
22,4875,6.0,2025-09-09
22,2542,9.0,2025-08-22
22,4798,10.0,2023-05-06
22,1440,,
22,1788,1.0,
22,5604,,
22,2002,8.0,
22,6002,1.0,
22,4609,10.0,2024-08-18
22,1821,10.0,2024-12-01
22,6525,3.0,
22,5270,3.0,2024-12-19
22,2920,5.0,
22,5858,5.0,2025-12-12
22,545,7.0,2024-06-13
22,56,6.0,2024-03-16
22,2277,7.0,2024-05-07
22,5107,4.0,2023-02-26
22,1869,,
22,5020,2.0,
22,2522,8.0,2025-10-02
22,5874,,
22,5820,9.0,2023-02-12
22,849,9.0,2023-03-04
22,413,10.0,2025-03-20
22,447,1.0,2024-05-04
22,3755,2.0,2025-10-18
22,2180,7.0,2023-10-14
22,3594,3.0,
22,4417,8.0,2024-04-11
22,4970,1.0,2024-03-13
22,1298,8.0,
22,6049,6.0,2025-05-02
22,1827,8.0,2025-03-16
22,982,6.0,2024-12-24
22,735,3.0,2024-08-16
22,469,10.0,2024-07-01
22,1627,10.0,2023-06-12
22,6691,4.0,2025-06-04
22,6561,2.0,2023-09-15
22,3432,,
22,548,5.0,
22,6766,6.0,2025-04-30
22,1,1.0,2024-12-14
22,3330,10.0,
22,4769,5.0,2024-04-17
22,1210,1.0,
22,1515,3.0,2024-01-14
22,3211,5.0,2023-06-15
22,4196,7.0,
22,2279,7.0,
22,2875,1.0,2025-04-02
22,3758,,2025-07-14
22,85,6.0,
22,460,2.0,
22,6530,6.0,2025-01-14
22,6387,3.0,
22,6605,5.0,2024-01-18
22,2706,4.0,
22,3914,7.0,
22,2071,,
22,5644,7.0,2025-07-16
22,862,9.0,2025-12-21
22,1345,10.0,2024-02-20
22,5759,9.0,
22,4962,2.0,2024-04-12
22,957,6.0,2025-04-22
22,6789,2.0,
22,4633,7.0,2025-05-04
22,4476,7.0,2024-03-11
22,1371,3.0,2023-04-23
22,2659,3.0,
22,6324,5.0,2024-04-26
22,295,5.0,
22,3880,5.0,
22,5058,,2025-09-19
22,1938,5.0,2023-09-23
22,3493,9.0,2024-04-29
22,908,9.0,
22,865,,2025-05-02
22,4504,10.0,
22,1270,5.0,
22,6707,3.0,2024-12-28
22,6707,8.0,
22,843,1.0,
22,2105,4.0,
22,4383,8.0,
22,6499,5.0,
22,3592,7.0,
22,5769,3.0,2024-08-20
22,1541,10.0,2023-02-04
22,4122,5.0,2025-07-09
22,331,2.0,
22,927,5.0,
22,6602,3.0,
22,5455,5.0,
22,6643,7.0,2024-07-10
22,3516,2.0,2023-08-30
23,4720,,
23,4218,4.0,
23,1560,2.0,2024-09-17
23,183,1.0,2023-12-10
23,6802,6.0,2019-10-28
23,2517,6.0,
23,1695,1.0,2016-09-13
23,1469,1.0,2015-02-14
23,574,10.0,
23,5948,1.0,2025-09-11
23,4496,1.0,
23,2374,6.0,
23,100,3.0,2025-08-30
23,1084,,2014-11-02
23,3618,7.0,2019-11-15
23,5630,1.0,
23,3050,5.0,2015-09-07
23,5364,4.0,2016-04-17
23,1105,,
23,6495,3.0,
23,1270,5.0,2025-09-03
23,4664,5.0,2024-11-08
23,629,2.0,
23,5125,4.0,
23,6628,9.0,2022-10-07
23,4950,7.0,2016-05-29
23,149,8.0,
23,1851,1.0,
23,1949,5.0,2018-09-15
23,4863,10.0,2025-09-06
23,3889,9.0,
23,340,2.0,2015-11-06
23,5145,7.0,
23,3068,10.0,
23,1234,,
23,3981,5.0,2021-12-12
23,3700,6.0,2017-08-16
23,3043,10.0,
23,4578,1.0,2025-08-17
23,6357,3.0,2017-04-10
23,5282,,
23,2613,1.0,2019-03-15
23,6535,9.0,2017-02-28
23,376,2.0,2019-01-18
23,6374,10.0,2019-04-26
23,2003,3.0,2025-11-05
23,5213,6.0,2015-10-01
23,2924,3.0,2014-02-15
23,6336,5.0,
23,4822,1.0,
23,4376,7.0,
23,2989,8.0,2022-07-05
23,99,6.0,
23,871,2.0,2025-07-05
23,2909,3.0,
23,2980,3.0,2015-05-19
23,2074,6.0,2025-07-22
23,4609,2.0,
23,5042,,2018-11-06
23,3110,6.0,
23,350,7.0,2022-03-24
23,139,8.0,2024-09-21
23,3603,4.0,2022-06-15
23,551,9.0,2017-03-18
23,4316,10.0,2024-02-01
23,6709,9.0,2022-08-07
24,5232,8.0,
24,3819,2.0,2016-06-26
24,260,3.0,
24,2152,10.0,2019-05-31
24,5074,9.0,2020-11-18
25,1781,7.0,
25,4886,,
25,2145,5.0,2025-07-14
25,5198,5.0,2025-12-17
25,4999,5.0,2025-04-07
25,2455,4.0,2025-01-07
25,3852,10.0,
25,6201,10.0,
25,2332,10.0,2024-02-13
25,5111,1.0,2025-11-13
25,5483,1.0,2023-05-07
25,1440,8.0,2023-04-02
25,5193,5.0,
25,6256,10.0,2023-10-10
25,1675,6.0,
25,730,,2024-04-21
25,6226,9.0,2023-08-03
25,1764,5.0,2024-07-13
25,2582,5.0,2024-12-23
25,2735,10.0,
25,6030,5.0,2024-06-24
25,4415,,
25,498,1.0,2025-07-12
25,1988,,
25,4261,2.0,2025-10-23
25,5594,8.0,
25,788,5.0,2024-01-07
25,1019,,2024-09-21
25,4333,,2023-03-01
25,6698,10.0,
25,679,5.0,
25,3229,,
26,1036,2.0,
26,4343,,
26,3221,2.0,2019-10-04
26,2022,7.0,2013-07-20
26,6731,9.0,2014-08-28
26,5214,7.0,2019-09-11
26,6030,9.0,
26,2997,3.0,
26,225,10.0,
26,1970,4.0,
26,4659,7.0,2017-12-14
